"Project name","Task name","Date","Start time","End time","Duration","Time zone","Project archived","Task completed"
"Math","Real Analysis","2025-03-10","16:26:25","16:41:02","00:14:37","+02:00","false","false"
"Programming",,"2025-03-10","16:41:03","17:08:14","00:27:11","+02:00","false",
"Math","Real Analysis","2025-03-10","17:08:16","17:58:48","00:50:32","+02:00","false","false"
"Math","Real Analysis","2025-03-10","17:58:56","18:05:15","00:06:19","+02:00","false","false"
"Math","Real Analysis","2025-03-10","18:10:09","18:33:52","00:23:43","+02:00","false","false"
"Programming",,"2025-03-10","18:46:49","19:39:07","00:52:18","+02:00","false",
"Math","Real Analysis","2025-03-10","19:47:03","20:05:33","00:18:30","+02:00","false","false"
"Math","Real Analysis","2025-03-10","21:01:52","21:28:35","00:26:43","+02:00","false","false"
"Programming",,"2025-03-10","21:34:46","21:42:27","00:07:41","+02:00","false",
"Programming",,"2025-03-11","07:50:10","08:38:07","00:47:57","+02:00","false",
"Programming",,"2025-03-11","08:42:02","08:57:21","00:15:19","+02:00","false",
"Math","Complex Analysis","2025-03-11","09:52:21","11:15:23","01:23:02","+02:00","false","false"
"Math","Complex Analysis","2025-03-11","11:33:26","13:08:47","01:35:21","+02:00","false","false"
"Math","Real Analysis","2025-03-11","15:06:12","16:06:34","01:00:22","+02:00","false","false"
"Math","Real Analysis","2025-03-11","16:13:26","16:49:39","00:36:13","+02:00","false","false"
"Programming",,"2025-03-11","16:49:40","16:49:45","00:00:05","+02:00","false",
"Programming",,"2025-03-11","16:49:47","18:12:33","01:22:46","+02:00","false",
"Programming",,"2025-03-11","18:14:58","18:59:17","00:44:19","+02:00","false",
"Programming",,"2025-03-11","19:08:12","19:46:07","00:37:55","+02:00","false",
"Programming",,"2025-03-11","20:36:12","21:37:26","01:01:14","+02:00","false",
"Programming",,"2025-03-12","08:42:42","09:01:52","00:19:10","+02:00","false",
"Math","Complex Analysis","2025-03-12","09:54:49","11:19:11","01:24:22","+02:00","false","false"
"Programming",,"2025-03-12","11:28:24","11:38:35","00:10:11","+02:00","false",
"Physics",,"2025-03-12","11:38:41","12:59:22","01:20:41","+02:00","false",
"Programming",,"2025-03-12","14:46:59","17:24:24","02:37:25","+02:00","false",
"Programming",,"2025-03-12","18:07:02","18:07:03","00:00:01","+02:00","false",
"Math","Numerical Analysis","2025-03-12","18:07:07","18:25:28","00:18:21","+02:00","false","false"
"Math","Numerical Analysis","2025-03-12","18:36:28","18:36:33","00:00:05","+02:00","false","false"
"Math","Numerical Analysis","2025-03-12","18:55:05","20:50:50","01:55:45","+02:00","false","false"
"Programming",,"2025-03-13","08:39:42","10:41:15","02:01:33","+02:00","false",
"Programming",,"2025-03-13","11:38:57","11:39:00","00:00:03","+02:00","false",
"Physics",,"2025-03-13","11:39:03","13:02:43","01:23:40","+02:00","false",
"Programming",,"2025-03-13","13:02:44","14:17:41","01:14:57","+02:00","false",
"Math","Complex Analysis","2025-03-13","14:17:47","14:33:34","00:15:47","+02:00","false","false"
"Programming",,"2025-03-13","14:33:35","14:58:10","00:24:35","+02:00","false",
"Programming",,"2025-03-13","16:39:34","17:11:54","00:32:20","+02:00","false",
"Programming",,"2025-03-13","17:14:32","20:59:25","03:44:53","+02:00","false",
"Programming",,"2025-03-13","21:03:10","21:34:13","00:31:03","+02:00","false",
"Programming",,"2025-03-13","21:29:04","21:38:27","00:09:23","+02:00","false",
"Programming",,"2025-03-13","21:42:25","21:43:55","00:01:30","+02:00","false",
"Programming",,"2025-03-13","21:55:11","21:55:16","00:00:05","+02:00","false",
"General CS",,"2025-03-13","22:00:03","23:02:16","01:02:13","+02:00","false",
"Programming",,"2025-03-14","09:47:29","11:16:46","01:29:17","+02:00","false",
"Programming",,"2025-03-14","11:17:03","13:01:42","01:44:39","+02:00","false",
"Programming",,"2025-03-14","14:33:08","18:05:47","03:32:39","+02:00","false",
"Programming",,"2025-03-14","19:50:46","21:28:23","01:37:37","+02:00","false",
"Programming",,"2025-03-15","09:47:13","11:16:02","01:28:49","+02:00","false",
"Programming",,"2025-03-15","11:32:37","12:44:09","01:11:32","+02:00","false",
"Programming",,"2025-03-15","12:44:30","13:35:53","00:51:23","+02:00","false",
"Math","Numerical Analysis","2025-03-15","17:39:00","18:15:15","00:36:15","+02:00","false","false"
"Math","Numerical Analysis","2025-03-15","18:27:11","18:41:05","00:13:54","+02:00","false","false"
"Math","Numerical Analysis","2025-03-15","18:59:37","19:52:01","00:52:24","+02:00","false","false"
"Math","Numerical Analysis","2025-03-15","19:52:58","20:33:17","00:40:19","+02:00","false","false"
"Math","Numerical Analysis","2025-03-15","21:08:36","21:45:40","00:37:04","+02:00","false","false"
"Math","Numerical Analysis","2025-03-15","22:36:42","22:46:48","00:10:06","+02:00","false","false"
"Math","Numerical Analysis","2025-03-16","11:01:03","12:24:13","01:23:10","+02:00","false","false"
"Physics",,"2025-03-16","13:07:25","13:25:26","00:18:01","+02:00","false",
"Physics",,"2025-03-16","14:04:51","14:48:12","00:43:21","+02:00","false",
"Math","Numerical Analysis","2025-03-16","15:34:38","16:53:45","01:19:07","+02:00","false","false"
"Math","Numerical Analysis","2025-03-16","18:21:29","19:51:12","01:29:43","+02:00","false","false"
"Math","Numerical Analysis","2025-03-16","19:51:18","20:09:08","00:17:50","+02:00","false","false"
"Math","Numerical Analysis","2025-03-16","20:12:57","20:36:52","00:23:55","+02:00","false","false"
"Math","Numerical Analysis","2025-03-16","20:38:19","21:04:20","00:26:01","+02:00","false","false"
"Math","Numerical Analysis","2025-03-16","21:04:27","21:34:15","00:29:48","+02:00","false","false"
"Math","Numerical Analysis","2025-03-16","21:36:23","22:19:54","00:43:31","+02:00","false","false"
"Work",,"2025-03-17","07:58:23","08:09:35","00:11:12","+02:00","false",
"Physics",,"2025-03-17","08:09:36","08:10:53","00:01:17","+02:00","false",
"Physics",,"2025-03-17","08:22:53","09:05:33","00:42:40","+02:00","false",
"Math","Numerical Analysis","2025-03-17","09:13:24","09:24:14","00:10:50","+02:00","false","false"
"Math","Numerical Analysis","2025-03-17","09:45:08","10:00:58","00:15:50","+02:00","false","false"
"Work",,"2025-03-17","10:00:59","10:44:59","00:44:00","+02:00","false",
"Physics",,"2025-03-17","11:37:32","11:54:52","00:17:20","+02:00","false",
"Programming",,"2025-03-17","11:54:58","13:16:34","01:21:36","+02:00","false",
"Math","Numerical Analysis","2025-03-17","15:43:23","18:19:21","02:35:58","+02:00","false","false"
"Math","Numerical Analysis","2025-03-17","18:25:33","18:48:51","00:23:18","+02:00","false","false"
"Math","Numerical Analysis","2025-03-17","18:49:47","19:24:14","00:34:27","+02:00","false","false"
"Math","Numerical Analysis","2025-03-17","20:04:56","21:53:24","01:48:28","+02:00","false","false"
"Work",,"2025-03-17","21:57:08","22:39:42","00:42:34","+02:00","false",
"Math","Numerical Analysis","2025-03-18","09:42:57","11:26:42","01:43:45","+02:00","false","false"
"Math","Complex Analysis","2025-03-18","11:37:40","13:14:06","01:36:26","+02:00","false","false"
"Math","Calc","2025-03-18","15:15:02","16:07:40","00:52:38","+02:00","false","false"
"Math","Calc","2025-03-18","16:14:06","16:14:31","00:00:25","+02:00","false","false"
"Work",,"2025-03-18","16:21:40","16:31:43","00:10:03","+02:00","false",
"Math","Calc","2025-03-18","16:31:52","18:25:58","01:54:06","+02:00","false","false"
"Math","Calc","2025-03-18","18:39:58","19:15:51","00:35:53","+02:00","false","false"
"Math","Calc","2025-03-18","19:43:12","19:55:12","00:12:00","+02:00","false","false"
"Programming",,"2025-03-18","19:58:20","20:05:08","00:06:48","+02:00","false",
"Math","Real Analysis","2025-03-18","21:23:26","22:05:31","00:42:05","+02:00","false","false"
"Math","Calc","2025-03-19","08:18:27","08:50:45","00:32:18","+02:00","false","false"
"Math","Calc","2025-03-19","09:48:14","11:06:11","01:17:57","+02:00","false","false"
"Programming",,"2025-03-19","11:16:45","11:42:06","00:25:21","+02:00","false",
"Programming",,"2025-03-19","11:42:09","11:43:30","00:01:21","+02:00","false",
"Physics",,"2025-03-19","11:43:32","12:52:45","01:09:13","+02:00","false",
"Programming",,"2025-03-19","15:00:29","15:24:28","00:23:59","+02:00","false",
"Programming",,"2025-03-19","15:34:23","17:01:26","01:27:03","+02:00","false",
"Work",,"2025-03-19","17:01:28","19:02:51","02:01:23","+02:00","false",
"Work",,"2025-03-19","19:17:20","22:17:23","03:00:03","+02:00","false",
"General CS",,"2025-03-20","08:14:50","09:04:19","00:49:29","+02:00","false",
"Math","Complex Analysis","2025-03-20","09:04:24","09:43:25","00:39:01","+02:00","false","false"
"General CS",,"2025-03-20","09:58:27","10:16:51","00:18:24","+02:00","false",
"Programming",,"2025-03-20","10:26:29","10:48:10","00:21:41","+02:00","false",
"Physics",,"2025-03-20","11:29:07","12:59:38","01:30:31","+02:00","false",
"Programming",,"2025-03-20","12:58:53","12:58:59","00:00:06","+02:00","false",
"Physics",,"2025-03-20","13:32:47","14:56:09","01:23:22","+02:00","false",
"Math","Real Analysis","2025-03-20","17:03:20","18:32:35","01:29:15","+02:00","false","false"
"Programming",,"2025-03-20","18:32:37","21:04:41","02:32:04","+02:00","false",
"General CS",,"2025-03-20","21:04:42","21:04:45","00:00:03","+02:00","false",
"General CS",,"2025-03-20","21:04:53","22:26:03","01:21:10","+02:00","false",
"General CS",,"2025-03-21","08:08:09","10:02:07","01:53:58","+02:00","false",
"Finance",,"2025-03-21","12:50:53","12:57:52","00:06:59","+02:00","false",
"Math","Real Analysis","2025-03-21","12:57:54","14:00:17","01:02:23","+02:00","false","false"
"Math","Real Analysis","2025-03-21","14:19:51","15:13:34","00:53:43","+02:00","false","false"
"Finance",,"2025-03-21","16:27:59","17:19:11","00:51:12","+02:00","false",
"Finance",,"2025-03-21","17:32:23","18:19:00","00:46:37","+02:00","false",
"Finance",,"2025-03-21","19:24:22","19:54:09","00:29:47","+02:00","false",
"Finance",,"2025-03-21","19:59:34","20:20:16","00:20:42","+02:00","false",
"Math","Complex Analysis","2025-03-22","10:28:17","11:18:42","00:50:25","+02:00","false","false"
"Math","Complex Analysis","2025-03-22","11:52:12","12:41:36","00:49:24","+02:00","false","false"
"Math","Complex Analysis","2025-03-22","13:34:35","13:52:34","00:17:59","+02:00","false","false"
"Programming",,"2025-03-22","13:52:36","13:57:51","00:05:15","+02:00","false",
"Programming",,"2025-03-22","15:43:57","18:03:39","02:19:42","+02:00","false",
"Math","Complex Analysis","2025-03-22","19:25:41","19:35:55","00:10:14","+02:00","false","false"
"Math","Complex Analysis","2025-03-22","19:39:07","19:55:39","00:16:32","+02:00","false","false"
"Programming",,"2025-03-22","20:23:44","21:54:20","01:30:36","+02:00","false",
"Programming",,"2025-03-22","21:54:39","22:31:42","00:37:03","+02:00","false",
"Programming",,"2025-03-23","09:11:32","11:40:58","02:29:26","+02:00","false",
"Programming",,"2025-03-23","12:09:11","12:27:22","00:18:11","+02:00","false",
"Programming",,"2025-03-23","12:34:15","13:14:43","00:40:28","+02:00","false",
"Math","Complex Analysis","2025-03-23","16:02:58","17:31:28","01:28:30","+02:00","false","false"
"Math","Complex Analysis","2025-03-23","17:31:46","17:44:51","00:13:05","+02:00","false","false"
"Physics",,"2025-03-23","17:48:10","18:46:29","00:58:19","+02:00","false",
"Programming",,"2025-03-23","18:46:30","20:26:08","01:39:38","+02:00","false",
"General CS",,"2025-03-23","21:27:28","22:20:33","00:53:05","+02:00","false",
"General CS",,"2025-03-23","22:30:18","22:42:52","00:12:34","+02:00","false",
"Programming",,"2025-03-24","08:40:31","09:32:43","00:52:12","+02:00","false",
"Work",,"2025-03-24","10:06:46","10:39:08","00:32:22","+02:00","false",
"Physics",,"2025-03-24","11:29:21","12:54:26","01:25:05","+02:00","false",
"Finance",,"2025-03-24","13:31:32","15:00:36","01:29:04","+02:00","false",
"Math","Complex Analysis","2025-03-24","16:20:29","17:49:17","01:28:48","+02:00","false","false"
"Math","Complex Analysis","2025-03-24","18:26:24","19:07:51","00:41:27","+02:00","false","false"
"Math","Complex Analysis","2025-03-24","19:07:52","19:23:14","00:15:22","+02:00","false","false"
"Math","Complex Analysis","2025-03-24","19:40:41","20:00:29","00:19:48","+02:00","false","false"
"Math","Complex Analysis","2025-03-24","20:00:35","20:00:38","00:00:03","+02:00","false","false"
"Finance",,"2025-03-24","20:00:54","20:44:09","00:43:15","+02:00","false",
"Physics",,"2025-03-24","20:44:13","21:22:50","00:38:37","+02:00","false",
"Physics",,"2025-03-24","21:23:18","21:43:21","00:20:03","+02:00","false",
"Physics",,"2025-03-24","21:46:23","21:46:25","00:00:02","+02:00","false",
"Physics",,"2025-03-25","07:07:06","08:21:10","01:14:04","+02:00","false",
"Physics",,"2025-03-25","08:24:13","08:31:09","00:06:56","+02:00","false",
"Physics",,"2025-03-25","08:49:34","09:13:04","00:23:30","+02:00","false",
"Math","Calc","2025-03-25","09:55:03","11:20:39","01:25:36","+02:00","false","false"
"Physics",,"2025-03-25","11:21:36","11:39:54","00:18:18","+02:00","false",
"Math","Calc","2025-03-25","11:39:58","12:58:47","01:18:49","+02:00","false","false"
"Physics",,"2025-03-25","14:26:45","16:05:54","01:39:09","+02:00","false",
"Physics",,"2025-03-25","16:24:53","17:29:41","01:04:48","+02:00","false",
"Physics",,"2025-03-25","17:59:14","18:24:35","00:25:21","+02:00","false",
"Physics",,"2025-03-25","18:38:30","19:11:15","00:32:45","+02:00","false",
"Physics",,"2025-03-25","19:11:18","19:18:11","00:06:53","+02:00","false",
"Physics",,"2025-03-25","19:27:40","19:31:44","00:04:04","+02:00","false",
"Physics",,"2025-03-25","19:36:02","19:49:35","00:13:33","+02:00","false",
"Physics",,"2025-03-25","19:53:29","20:36:13","00:42:44","+02:00","false",
"Physics",,"2025-03-25","20:49:39","21:44:44","00:55:05","+02:00","false",
"Physics",,"2025-03-26","08:35:11","08:55:17","00:20:06","+02:00","false",
"Physics",,"2025-03-26","09:48:22","13:08:53","03:20:31","+02:00","false",
"Finance",,"2025-03-26","17:02:49","19:08:15","02:05:26","+02:00","false",
"Finance",,"2025-03-26","19:48:42","20:19:40","00:30:58","+02:00","false",
"Finance",,"2025-03-26","21:48:34","22:07:55","00:19:21","+02:00","false",
"Work",,"2025-03-26","22:08:01","22:36:44","00:28:43","+02:00","false",
"Finance",,"2025-03-27","10:12:29","10:28:09","00:15:40","+02:00","false",
"Finance",,"2025-03-27","10:34:40","10:58:48","00:24:08","+02:00","false",
"Finance",,"2025-03-27","11:38:04","11:58:39","00:20:35","+02:00","false",
"Math","Complex Analysis","2025-03-27","11:58:43","12:50:54","00:52:11","+02:00","false","false"
"Programming",,"2025-03-27","15:10:47","17:28:41","02:17:54","+02:00","false",
"Finance",,"2025-03-27","17:52:10","18:37:46","00:45:36","+02:00","false",
"Finance",,"2025-03-27","18:40:34","18:50:09","00:09:35","+02:00","false",
"Work",,"2025-03-27","19:14:49","19:42:41","00:27:52","+02:00","false",
"Work",,"2025-03-27","19:56:34","19:56:35","00:00:01","+02:00","false",
"Math","Real Analysis","2025-03-27","19:56:39","21:02:50","01:06:11","+02:00","false","false"
"Math","Real Analysis","2025-03-27","21:21:49","21:35:03","00:13:14","+02:00","false","false"
"Programming",,"2025-03-27","21:35:41","22:56:35","01:20:54","+02:00","false",
"Finance",,"2025-03-27","22:10:39","22:10:40","00:00:01","+02:00","false",
"Programming",,"2025-03-28","09:06:59","09:16:14","00:09:15","+02:00","false",
"Programming",,"2025-03-28","09:26:37","09:52:49","00:26:12","+02:00","false",
"Finance",,"2025-03-28","10:53:24","10:54:11","00:00:47","+02:00","false",
"Programming",,"2025-03-28","10:54:12","11:12:40","00:18:28","+02:00","false",
"Programming",,"2025-03-28","11:33:17","13:03:44","01:30:27","+02:00","false",
"Work",,"2025-03-28","14:53:44","17:21:23","02:27:39","+02:00","false",
"Finance",,"2025-03-28","19:13:32","19:46:59","00:33:27","+02:00","false",
"Math","Real Analysis","2025-03-28","19:47:02","20:16:53","00:29:51","+02:00","false","false"
"Math","Real Analysis","2025-03-28","20:26:15","20:29:15","00:03:00","+02:00","false","false"
"Math","Numerical Analysis","2025-03-29","14:26:55","15:51:21","01:24:26","+02:00","false","false"
"Math","Numerical Analysis","2025-03-29","16:10:03","17:00:13","00:50:10","+02:00","false","false"
"Math","Numerical Analysis","2025-03-29","17:02:43","17:43:57","00:41:14","+02:00","false","false"
"Math","Numerical Analysis","2025-03-29","18:14:51","19:55:27","01:40:36","+02:00","false","false"
"Math","Numerical Analysis","2025-03-29","20:10:29","21:28:04","01:17:35","+02:00","false","false"
"Math","Numerical Analysis","2025-03-29","21:38:09","22:12:51","00:34:42","+02:00","false","false"
"Math","Numerical Analysis","2025-03-29","22:18:04","23:36:17","01:18:13","+02:00","false","false"
"Math","Numerical Analysis","2025-03-30","09:54:50","10:05:18","00:10:28","+03:00","false","false"
"Math","Numerical Analysis","2025-03-30","10:13:40","11:49:35","01:35:55","+03:00","false","false"
"Work",,"2025-03-30","11:49:37","12:24:59","00:35:22","+03:00","false",
"Work",,"2025-03-30","12:29:04","14:37:06","02:08:02","+03:00","false",
"Math","Real Analysis","2025-03-30","14:37:07","14:37:33","00:00:26","+03:00","false","false"
"Math","Real Analysis","2025-03-30","15:01:28","15:01:29","00:00:01","+03:00","false","false"
"Math","Real Analysis","2025-03-30","15:01:29","15:01:30","00:00:01","+03:00","false","false"
"Work",,"2025-03-30","15:01:30","15:01:30","00:00:00","+03:00","false",
"Work",,"2025-03-30","15:01:31","15:48:09","00:46:38","+03:00","false",
"Math","Numerical Analysis","2025-03-30","15:48:23","16:00:35","00:12:12","+03:00","false","false"
"Math","Numerical Analysis","2025-03-30","16:08:48","17:04:11","00:55:23","+03:00","false","false"
"Math","Numerical Analysis","2025-03-30","17:10:39","18:12:40","01:02:01","+03:00","false","false"
"Math","Numerical Analysis","2025-03-30","18:20:33","19:48:20","01:27:47","+03:00","false","false"
"Math","Numerical Analysis","2025-03-30","19:58:31","21:08:40","01:10:09","+03:00","false","false"
"Math","Numerical Analysis","2025-03-30","21:22:52","22:42:56","01:20:04","+03:00","false","false"
"Math","Numerical Analysis","2025-03-30","22:43:01","22:58:51","00:15:50","+03:00","false","false"
"Physics",,"2025-03-31","09:00:28","10:05:14","01:04:46","+03:00","false",
"Work",,"2025-03-31","10:05:15","10:54:34","00:49:19","+03:00","false",
"Physics",,"2025-03-31","11:36:52","13:01:29","01:24:37","+03:00","false",
"Finance",,"2025-03-31","13:06:51","14:57:11","01:50:20","+03:00","false",
"Math","Numerical Analysis","2025-03-31","16:37:53","18:45:17","02:07:24","+03:00","false","false"
"Math","Numerical Analysis","2025-03-31","18:58:48","19:03:55","00:05:07","+03:00","false","false"
"Math","Numerical Analysis","2025-03-31","19:10:19","20:47:17","01:36:58","+03:00","false","false"
"Math","Numerical Analysis","2025-03-31","20:51:00","21:31:37","00:40:37","+03:00","false","false"
"Math","Numerical Analysis","2025-04-01","07:23:49","07:33:54","00:10:05","+03:00","false","false"
"Math","Numerical Analysis","2025-04-01","07:43:32","08:43:39","01:00:07","+03:00","false","false"
"Math","Numerical Analysis","2025-04-01","09:45:12","11:35:20","01:50:08","+03:00","false","false"
"Math","Complex Analysis","2025-04-01","11:47:43","13:08:08","01:20:25","+03:00","false","false"
"Finance",,"2025-04-01","15:32:25","18:14:40","02:42:15","+03:00","false",
"Finance",,"2025-04-01","19:02:04","19:38:26","00:36:22","+03:00","false",
"Work",,"2025-04-01","19:49:02","20:47:42","00:58:40","+03:00","false",
"Work",,"2025-04-01","21:08:55","23:40:45","02:31:50","+03:00","false",
"Math","Complex Analysis","2025-04-02","09:57:29","11:14:56","01:17:27","+03:00","false","false"
"Physics",,"2025-04-02","11:39:48","13:02:22","01:22:34","+03:00","false",
"Work",,"2025-04-02","13:02:24","13:36:27","00:34:03","+03:00","false",
"Physics",,"2025-04-02","13:36:28","15:04:48","01:28:20","+03:00","false",
"Finance",,"2025-04-02","17:01:28","18:53:04","01:51:36","+03:00","false",
"Finance",,"2025-04-02","19:07:52","19:34:36","00:26:44","+03:00","false",
"Finance",,"2025-04-02","19:39:52","19:48:32","00:08:40","+03:00","false",
"Programming",,"2025-04-02","20:26:36","21:23:36","00:57:00","+03:00","false",
"Finance",,"2025-04-03","09:42:52","09:57:52","00:15:00","+03:00","false",
"Finance",,"2025-04-03","09:58:06","10:05:36","00:07:30","+03:00","false",
"Finance",,"2025-04-03","10:23:13","10:39:17","00:16:04","+03:00","false",
"Finance",,"2025-04-03","10:43:37","10:51:01","00:07:24","+03:00","false",
"Physics",,"2025-04-03","11:31:39","12:58:41","01:27:02","+03:00","false",
"Finance",,"2025-04-03","13:00:12","13:32:11","00:31:59","+03:00","false",
"Physics",,"2025-04-03","13:32:12","15:01:44","01:29:32","+03:00","false",
"Math","Real Analysis","2025-04-03","16:31:02","16:35:14","00:04:12","+03:00","false","false"
"Math","Real Analysis","2025-04-03","16:37:11","17:36:40","00:59:29","+03:00","false","false"
"Math","Real Analysis","2025-04-03","17:48:23","18:48:46","01:00:23","+03:00","false","false"
"Math","Real Analysis","2025-04-03","18:59:28","19:30:00","00:30:32","+03:00","false","false"
"Math","Real Analysis","2025-04-03","19:40:34","19:45:19","00:04:45","+03:00","false","false"
"Math","Real Analysis","2025-04-03","19:46:33","21:02:58","01:16:25","+03:00","false","false"
"Math","Real Analysis","2025-04-03","21:27:11","22:12:31","00:45:20","+03:00","false","false"
"General CS",,"2025-04-04","09:45:31","10:30:47","00:45:16","+03:00","false",
"Finance",,"2025-04-04","11:34:54","13:00:04","01:25:10","+03:00","false",
"Finance",,"2025-04-04","13:04:41","15:00:37","01:55:56","+03:00","false",
"Finance",,"2025-04-04","18:05:26","18:12:06","00:06:40","+03:00","false",
"Finance",,"2025-04-04","18:40:33","19:12:45","00:32:12","+03:00","false",
"Finance",,"2025-04-04","19:24:19","19:24:27","00:00:08","+03:00","false",
"Finance","Econometrics","2025-04-04","19:24:36","19:25:13","00:00:37","+03:00","false","false"
"Finance","Econometrics","2025-04-04","19:27:32","19:30:36","00:03:04","+03:00","false","false"
"Finance","Econometrics","2025-04-04","20:47:43","21:48:28","01:00:45","+03:00","false","false"
"Finance","Econometrics","2025-04-05","09:10:46","10:35:45","01:24:59","+03:00","false","false"
"Finance","Econometrics","2025-04-05","15:20:27","16:56:58","01:36:31","+03:00","false","false"
"Programming",,"2025-04-05","17:12:11","17:12:36","00:00:25","+03:00","false",
"Finance","Econometrics","2025-04-05","17:14:16","17:14:22","00:00:06","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-05","17:14:32","17:40:38","00:26:06","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-05","17:58:02","19:42:31","01:44:29","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-05","19:44:02","19:48:00","00:03:58","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-05","20:30:38","20:30:40","00:00:02","+03:00","false","false"
"Finance","Econometrics","2025-04-05","20:30:41","20:58:27","00:27:46","+03:00","false","false"
"Math","Stats","2025-04-05","20:58:30","21:56:47","00:58:17","+03:00","false","false"
"Math","Stats","2025-04-06","08:42:01","10:13:42","01:31:41","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","10:23:55","10:35:15","00:11:20","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","10:35:16","10:35:17","00:00:01","+03:00","false","false"
"Math","Stats","2025-04-06","10:35:18","10:46:58","00:11:40","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","11:03:46","11:03:47","00:00:01","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","11:05:42","11:33:54","00:28:12","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","11:35:20","13:23:57","01:48:37","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","14:41:33","16:16:58","01:35:25","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","16:24:43","16:40:58","00:16:15","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","16:41:18","16:41:19","00:00:01","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","16:41:59","16:42:58","00:00:59","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","16:59:38","17:33:03","00:33:25","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","18:07:28","20:13:43","02:06:15","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","20:24:38","21:08:58","00:44:20","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-06","21:09:06","21:09:07","00:00:01","+03:00","false","false"
"Programming",,"2025-04-06","21:12:38","21:26:59","00:14:21","+03:00","false",
"Programming",,"2025-04-06","21:32:56","21:44:27","00:11:31","+03:00","false",
"Programming",,"2025-04-06","22:08:11","22:21:31","00:13:20","+03:00","false",
"Physics",,"2025-04-07","08:48:37","10:08:15","01:19:38","+03:00","false",
"Work",,"2025-04-07","10:08:20","10:18:27","00:10:07","+03:00","false",
"Finance","Quant finance (research)","2025-04-07","10:18:29","10:29:02","00:10:33","+03:00","false","false"
"Physics",,"2025-04-07","11:30:21","12:40:20","01:09:59","+03:00","false",
"Finance","Quant finance (research)","2025-04-07","13:16:37","15:50:50","02:34:13","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-07","16:31:06","17:37:49","01:06:43","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-07","17:44:15","19:46:11","02:01:56","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-07","20:00:18","20:02:25","00:02:07","+03:00","false","false"
"Work",,"2025-04-07","20:36:45","23:12:36","02:35:51","+03:00","false",
"Math","Complex Analysis","2025-04-08","09:54:29","11:24:39","01:30:10","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-08","11:24:43","11:43:07","00:18:24","+03:00","false","false"
"Math","Complex Analysis","2025-04-08","11:43:09","12:59:05","01:15:56","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-08","15:04:46","15:06:33","00:01:47","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-08","15:16:02","16:04:30","00:48:28","+03:00","false","false"
"Work",,"2025-04-08","16:04:31","16:07:07","00:02:36","+03:00","false",
"Finance","Quant finance (research)","2025-04-08","16:07:08","16:10:26","00:03:18","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-08","16:13:10","16:25:04","00:11:54","+03:00","false","false"
"Work",,"2025-04-08","16:25:06","16:27:41","00:02:35","+03:00","false",
"Finance","Quant finance (research)","2025-04-08","16:27:42","16:38:22","00:10:40","+03:00","false","false"
"Work",,"2025-04-08","16:38:23","16:47:30","00:09:07","+03:00","false",
"Finance","Quant finance (research)","2025-04-08","16:47:31","18:08:06","01:20:35","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-08","18:16:28","18:42:16","00:25:48","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-08","18:42:24","19:51:37","01:09:13","+03:00","false","false"
"Work",,"2025-04-08","20:43:10","21:44:24","01:01:14","+03:00","false",
"Work",,"2025-04-08","21:44:28","21:52:44","00:08:16","+03:00","false",
"Finance","Quant finance (research)","2025-04-09","09:57:34","10:04:56","00:07:22","+03:00","false","false"
"Math","Calc","2025-04-09","10:05:01","11:16:41","01:11:40","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-09","11:29:18","11:34:10","00:04:52","+03:00","false","false"
"Physics",,"2025-04-09","11:34:14","13:01:20","01:27:06","+03:00","false",
"Finance","Quant finance (research)","2025-04-09","14:53:53","15:02:33","00:08:40","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-09","15:30:57","16:41:05","01:10:08","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-09","15:34:45","15:35:10","00:00:25","+03:00","false","false"
"Finance","Quant finance (research)","2025-04-09","17:06:22","17:06:38","00:00:16","+03:00","false","false"
"Work",,"2025-04-09","17:06:42","17:36:57","00:30:15","+03:00","false",
